구분,고급휘발유,보통휘발유,자동차용경유,실내등유
2008-04-15,1861.8,1681.33,1585.35,1159.41
2008-04-16,1871.39,1692.15,1600.81,1168.47
2008-04-17,1874.54,1686.56,1594.53,1174.24
2008-04-18,1877.81,1689.68,1602.15,1179.31
2008-04-19,1880.39,1692.91,1606.71,1185.59
2008-04-20,1877.12,1693.99,1608.21,1186.81
2008-04-21,1881.82,1695.54,1610.82,1191.62
2008-04-22,1883.94,1698.21,1614.47,1196.7
2008-04-23,1889.69,1703.35,1620.02,1199.33
2008-04-24,1901.13,1713.37,1635.52,1211.42
2008-04-25,1903.31,1719.99,1646.75,1221.05
2008-04-26,1902.57,1725.55,1655.3,1225.78
2008-04-27,1904.76,1723.25,1652.37,1229.4
2008-04-28,1905.92,1726.5,1657.51,1237.79
2008-04-29,1906.73,1728.43,1660.29,1243.55
2008-04-30,1908.83,1731.16,1663.93,1246.53
2008-05-01,1921.08,1737.77,1673.26,1255.18
2008-05-02,1925.98,1741.17,1678.24,1260.97
2008-05-03,1925.58,1743.8,1682.21,1262.35
2008-05-04,1925.69,1744.12,1683.82,1262.34
2008-05-05,1925.57,1744.77,1684.45,1265.14
2008-05-06,1923.17,1745.55,1685.74,1267.3
2008-05-07,1926.78,1746.78,1687.59,1269.02
2008-05-08,1927.36,1748.73,1689.63,1271.47
2008-05-09,1928.07,1751.05,1693.17,1272.36
2008-05-10,1929.31,1753.34,1696.56,1275.27
2008-05-11,1930.44,1754.64,1698.54,1278.15
2008-05-12,1930.83,1755.29,1699.45,1278.69
2008-05-13,1930.57,1757.1,1701.1,1280.45
2008-05-14,1938.9,1763.15,1708.19,1285.77
2008-05-15,1962.27,1780.73,1731.62,1308.18
2008-05-16,1969.96,1790.21,1745.05,1322.83
2008-05-17,1970.76,1795.26,1753.52,1330.91
2008-05-18,1973.76,1797.04,1756.24,1333.78
2008-05-19,1974.47,1798.83,1759.28,1337.59
2008-05-20,1972.91,1802.92,1763.87,1340.4
2008-05-21,1986.89,1813.93,1781.44,1357.69
2008-05-22,2020.25,1841.37,1824.86,1399.74
2008-05-23,2026.89,1853.25,1843.96,1420.52
2008-05-24,2029.04,1858.09,1852.46,1430.71
2008-05-25,2030.27,1859.91,1855.06,1434.71
2008-05-26,2032.99,1862.44,1858.86,1435.46
2008-05-27,2033.18,1865.19,1861.59,1440.57
2008-05-28,2045.71,1870.48,1868.6,1449.26
2008-05-29,2070.94,1888.4,1892.24,1475.89
2008-05-30,2077.97,1896.98,1903.62,1492.66
2008-05-31,2079.6,1900.78,1908.62,1501.41
2008-06-01,2080.2,1903.36,1912.19,1505.64
2008-06-02,2081.6,1905.4,1914.49,1514.16
2008-06-03,2082.89,1907.45,1916.94,1519.18
2008-06-04,2084.2,1908.22,1917.92,1521
2008-06-05,2082.85,1907.84,1914.49,1521.18
2008-06-06,2083.83,1907.76,1913.47,1520.32
2008-06-07,2082.35,1907.97,1913.36,1519.42
2008-06-08,2083.03,1907.99,1913.57,1520.28
2008-06-09,2083.96,1907.33,1912.17,1518.2
2008-06-10,2083.4,1907.56,1912.24,1527.24
2008-06-11,2083.26,1907.23,1911.32,1520.29
2008-06-12,2081.67,1905.84,1908.04,1512.62
2008-06-13,2082.68,1905.6,1907.2,1513.65
2008-06-14,2080.28,1905.11,1906.58,1512.25
2008-06-15,2080.88,1904.76,1906.23,1513.02
2008-06-16,2079.87,1904.21,1905.27,1510.79
2008-06-17,2080.37,1904.58,1905.21,1512.52
2008-06-18,2085.57,1905.3,1905.52,1513.07
2008-06-19,2093.17,1906.99,1906.96,1514.08
2008-06-20,2092.78,1907.95,1907.58,1516.76
2008-06-21,2094.31,1907.91,1907.46,1516.52
2008-06-22,2093.31,1907.87,1907.34,1516.38
2008-06-23,2092.02,1906.78,1906,1514.44
2008-06-24,2093.41,1907.11,1906.07,1514.78
2008-06-25,2093.07,1906.75,1905.52,1515.25
2008-06-26,2095.15,1907.17,1905.83,1515.41
2008-06-27,2094.27,1907.09,1909.36,1516.22
2008-06-28,2096.03,1907.13,1905.64,1517.31
2008-06-29,2095.9,1907.04,1905.63,1514.84
2008-06-30,2093.73,1905.92,1904.41,1514.16
2008-07-01,2096,1906.78,1904.82,1514.46
2008-07-02,2098.87,1908.18,1906.15,1516.32
2008-07-03,2109.01,1911.05,1908.98,1518.78
2008-07-04,2108.5,1912.72,1910.45,1521.07
2008-07-05,2109.55,1914.13,1911.67,1521.83
2008-07-06,2110.57,1915.32,1912.65,1522.49
2008-07-07,2109.95,1915.09,1914.09,1521.88
2008-07-08,2112.54,1919.74,1916.52,1526.13
2008-07-09,2120.51,1924.53,1921,1531.85
2008-07-10,2139.37,1935.23,1931.56,1545.34
2008-07-11,2144.73,1941.25,1937.38,1553.24
2008-07-12,2144.85,1945.39,1941.77,1559.45
2008-07-13,2145.88,1947.1,1943.47,1558.06
2008-07-14,2147.81,1947.74,1943.84,1558.17
2008-07-15,2148.18,1949.9,1945.81,1561.32
2008-07-16,2143.87,1950.02,1947.75,1561.04
2008-07-17,2140.21,1948.04,1943.8,1561.83
2008-07-18,2137.49,1947,1942.85,1563.64
2008-07-19,2136.74,1946.11,1941.98,1564.03
2008-07-20,2135.95,1945.74,1941.57,1559.53
2008-07-21,2139.55,1943.12,1938.79,1558.73
2008-07-22,2134.24,1941.85,1937.7,1562.16
2008-07-23,2128.62,1937.76,1933.82,1559.44
2008-07-24,2101.9,1925.29,1921.33,1548.71
2008-07-25,2094.84,1916.11,1912.13,1543.77
2008-07-26,2091.4,1911.88,1907.43,1543.12
2008-07-27,2091.38,1909.41,1904.92,1540.89
2008-07-28,2092.31,1905.19,1900.5,1535.83
2008-07-29,2087.49,1902.25,1898.01,1535.8
2008-07-30,2080.24,1896.66,1892.6,1532.31
2008-07-31,2059,1883.48,1879.16,1519.52
2008-08-01,2048.06,1871.95,1867.08,1510.28
2008-08-02,2043.69,1867.32,1862.44,1507.88
2008-08-03,2044.07,1865.13,1860.14,1506.12
2008-08-04,2040.26,1860.3,1854.98,1500.6
2008-08-05,2041.32,1856.72,1851.61,1500.6
2008-08-06,2035.32,1850.85,1845.62,1495.44
2008-08-07,2021.18,1838.99,1832.42,1482.08
2008-08-08,2013.22,1829.67,1822.06,1478.12
2008-08-09,2009.57,1823.12,1815,1472.82
2008-08-10,2010.04,1820.32,1811.93,1472.89
2008-08-11,2001.5,1813.37,1806.28,1465.57
2008-08-12,2000.18,1808.12,1799.37,1465.9
2008-08-13,1993.32,1800.32,1789.36,1458
2008-08-14,1977.8,1786.99,1770.6,1442.88
2008-08-15,1969.8,1779.24,1759.76,1436.43
2008-08-16,1967.77,1774.34,1753.28,1427.84
2008-08-17,1966.4,1771.53,1749.72,1424.82
2008-08-18,1964.66,1765.24,1742.59,1421.85
2008-08-19,1962.32,1760.84,1736.92,1419.75
2008-08-20,1959.65,1755.77,1731.05,1414.98
2008-08-21,1951.96,1745.69,1716.91,1409.2
2008-08-22,1947.05,1738.64,1706.98,1397.3
2008-08-23,1943.63,1734.35,1701.07,1388.98
2008-08-24,1942.91,1732.42,1698.31,1385.83
2008-08-25,1941.44,1727.71,1692.73,1379.36
2008-08-26,1942.01,1724.91,1688.32,1376
2008-08-27,1931.4,1722.46,1684.8,1376.53
2008-08-28,1935.2,1719.66,1680.26,1369.35
2008-08-29,1933.65,1718.02,1678.08,1370.56
2008-08-30,1931.59,1716.57,1676.3,1367.87
2008-08-31,1930.25,1716.23,1675.48,1365.01
2008-09-01,1931.27,1713.8,1672.64,1365.91
2008-09-02,1932.82,1713.62,1671.47,1358.68
2008-09-03,1933,1713.81,1670.72,1360.43
2008-09-04,1943.1,1717.18,1673.65,1360.72
2008-09-05,1943.25,1718.42,1672.25,1359.65
2008-09-06,1941.27,1719.45,1672.54,1361.21
2008-09-07,1943.4,1720.11,1672.56,1358.54
2008-09-08,1944.15,1721.39,1671.38,1357.88
2008-09-09,1942.15,1721.2,1672.24,1359.6
2008-09-10,1942.24,1721.9,1672.23,1359.9
2008-09-11,1941.03,1722.11,1671.49,1354.19
2008-09-12,1938.61,1724.16,1672.32,1355.89
2008-09-13,1939.65,1725.01,1672.44,1352.69
2008-09-14,1938.6,1724.8,1672.28,1353.23
2008-09-15,1939.77,1725,1672.03,1351.88
2008-09-16,1941.2,1723.79,1670.34,1351.57
2008-09-17,1938.46,1723.14,1669.32,1353.6
2008-09-18,1919.99,1715.9,1658.06,1341.33
2008-09-19,1914.61,1711.22,1652.13,1332.61
2008-09-20,1910.15,1709.24,1647.44,1332.56
2008-09-21,1909.59,1708.47,1645.74,1329.36
2008-09-22,1909.61,1707.62,1642.91,1326.51
2008-09-23,1907.92,1706.35,1642.09,1325.43
2008-09-24,1907.9,1705.74,1641,1325.36
2008-09-25,1905.8,1705.45,1642.27,1325.11
2008-09-26,1904.78,1705.88,1642.83,1324.29
2008-09-27,1905.33,1705.85,1642.77,1323.75
2008-09-28,1902.99,1705.72,1642.32,1322.86
2008-09-29,1905.67,1704.92,1641.19,1321.64
2008-09-30,1906.7,1705.65,1641.55,1321.44
2008-10-01,1910.05,1707.53,1642.77,1319.53
2008-10-02,1926.31,1713.18,1649.86,1325.71
2008-10-03,1926.16,1715.4,1650.41,1325.88
2008-10-04,1922.93,1716.21,1650.87,1326.94
2008-10-05,1924.62,1716.71,1651.16,1326.17
2008-10-06,1927.38,1716.05,1650.02,1324.24
2008-10-07,1928.63,1716.71,1650.59,1326.95
2008-10-08,1924.8,1715.18,1648.28,1322.57
2008-10-09,1905.76,1710.06,1637.09,1313.92
2008-10-10,1900.3,1705.72,1631.97,1312.2
2008-10-11,1898.38,1703.82,1628.78,1307.06
2008-10-12,1899.11,1703.36,1627.45,1303.13
2008-10-13,1898.73,1702.06,1625.09,1303.1
2008-10-14,1896.85,1701.49,1622.46,1302.31
2008-10-15,1898.53,1701.44,1620.22,1302.11
2008-10-16,1902.98,1701.55,1615.64,1296.39
2008-10-17,1902.97,1700.87,1613.21,1296.08
2008-10-18,1900.62,1699.85,1608.42,1294.56
2008-10-19,1901.12,1699.27,1606.92,1290.61
2008-10-20,1901.61,1697.15,1601.91,1287.95
2008-10-21,1900.59,1696.23,1598.85,1289.14
2008-10-22,1889.36,1692.24,1592.71,1280.09
2008-10-23,1854.79,1673.01,1570.3,1265.3
2008-10-24,1834.63,1655.08,1548.11,1238.92
2008-10-25,1829.03,1645.46,1533.17,1227.9
2008-10-26,1830.4,1641.33,1527.75,1222.52
2008-10-27,1827.91,1633.57,1518.02,1218.67
2008-10-28,1824.95,1627.81,1511,1213.03
2008-10-29,1819.44,1622.58,1505.27,1209.94
2008-10-30,1796.12,1613.85,1498.93,1204.66
2008-10-31,1792.15,1607.24,1492.93,1202.59
2008-11-01,1788.02,1601.98,1486.44,1194.86
2008-11-02,1785.03,1599.94,1483.71,1194.26
2008-11-03,1783.73,1595.59,1478.21,1191.87
2008-11-04,1783.71,1591.48,1473.68,1189.36
2008-11-05,1779.19,1587.07,1468.78,1183.66
2008-11-06,1764.59,1576.82,1460.62,1171.92
2008-11-07,1753.46,1567.3,1450.98,1163.03
2008-11-08,1748.29,1561.59,1445.36,1158.31
2008-11-09,1747.68,1559.42,1443.46,1157.28
2008-11-10,1746.43,1554.24,1439.84,1155.42
2008-11-11,1741.98,1548.75,1434.34,1150.21
2008-11-12,1738.46,1542.1,1429.57,1145.8
2008-11-13,1720.7,1529.95,1421.46,1139.84
2008-11-14,1707.25,1514.12,1412.47,1136.14
2008-11-15,1699.58,1505.54,1406.66,1131.09
2008-11-16,1699.47,1504.59,1404.48,1126.71
2008-11-17,1681.85,1493.45,1399.49,1129.14
2008-11-18,1679.87,1486.25,1395.44,1127.76
2008-11-19,1671.71,1479.43,1391.58,1123.75
2008-11-20,1657.96,1467.96,1384.83,1114.98
2008-11-21,1646.66,1455.72,1377.49,1106.04
2008-11-22,1642.07,1448.27,1373.35,1100.74
2008-11-23,1638.85,1444.36,1371.33,1095.43
2008-11-24,1638.56,1438.23,1367.14,1094.09
2008-11-25,1634.98,1432.53,1364.38,1093.06
2008-11-26,1630.47,1426.08,1361.16,1091.29
2008-11-27,1617.52,1416.02,1356.67,1090.19
2008-11-28,1600.35,1406.21,1352.8,1086.44
2008-11-29,1595.07,1400.01,1349.9,1084.08
2008-11-30,1589.35,1396.87,1348.67,1081.73
2008-12-01,1586.12,1389.29,1344.27,1070.43
2008-12-02,1584.58,1383.49,1341.89,1064.19
2008-12-03,1582.67,1379.65,1340.2,1060.63
2008-12-04,1585.65,1376.01,1337.44,1052.37
2008-12-05,1581.31,1372.36,1336.22,1049.86
2008-12-06,1578.62,1370.19,1335.17,1046.19
2008-12-07,1578.28,1369.01,1334.54,1041.68
2008-12-08,1578.1,1366.51,1332.83,1040.85
2008-12-09,1576.69,1364.31,1331.7,1040.16
2008-12-10,1570.87,1360.54,1328.91,1033.81
2008-12-11,1548.02,1347.82,1320.02,1024.02
2008-12-12,1536.11,1334.42,1311.88,1006.86
2008-12-13,1527.36,1325.41,1306.09,998.63
2008-12-14,1526.47,1321.98,1304.14,990.73
2008-12-15,1522.69,1315.92,1300.57,983.56
2008-12-16,1522.4,1311.67,1297.91,979.51
2008-12-17,1520.62,1308.11,1295.38,974.46
2008-12-18,1520.83,1304.51,1289.05,966.24
2008-12-19,1504.79,1301.08,1283.77,959.24
2008-12-20,1500.83,1298.15,1280.75,952.36
2008-12-21,1501.8,1296.86,1279.4,948.73
2008-12-22,1498.18,1294.29,1276.63,947.93
2008-12-23,1498.39,1292.39,1274.95,944.95
2008-12-24,1496.47,1290.87,1273.36,940.2
2008-12-25,1499.29,1290.12,1271.64,933.79
2008-12-26,1497.98,1289.27,1270.23,932.17
2008-12-27,1497.36,1288.53,1270,929.06
2008-12-28,1495.44,1288.31,1269.49,926.35
2008-12-29,1496.28,1287.63,1268.69,926.51
2008-12-30,1495.69,1287.45,1268.45,923.64
2008-12-31,1495.85,1288.1,1269.05,924.33
2009-01-01,1512.02,1298.89,1275.89,913.8
2009-01-02,1514.52,1299.86,1275.86,912.59
2009-01-03,1512.1,1300.34,1276.27,910.55
2009-01-04,1510.28,1300.39,1276.22,907.51
2009-01-05,1511.3,1299.99,1275.7,908.97
2009-01-06,1513.11,1300.79,1276.33,906.93
2009-01-07,1514.52,1302.2,1277.18,906.6
2009-01-08,1532.21,1309.06,1281.24,906.4
2009-01-09,1536.94,1312.43,1283.18,907.16
2009-01-10,1535.79,1315.46,1285.27,906.7
2009-01-11,1536.21,1316.63,1286.02,903.95
2009-01-12,1537.33,1317.75,1286.38,907.11
2009-01-13,1536.77,1319,1287.37,906.15
2009-01-14,1543.56,1322.43,1289.86,907.03
2009-01-15,1563.16,1331.31,1298.12,917.23
2009-01-16,1566.44,1338.27,1303.96,921.37
2009-01-17,1574.17,1344.54,1309.16,921.35
2009-01-18,1571.77,1346.96,1311.29,923.76
2009-01-19,1571.48,1350.55,1313.66,924.71
2009-01-20,1574.3,1356.22,1317.42,926.84
2009-01-21,1577.51,1365.38,1321.99,927.01
2009-01-22,1608.16,1384.36,1325.4,926.52
2009-01-23,1620.03,1401.9,1330.12,929.07
2009-01-24,1627.45,1415.74,1333.51,929.59
2009-01-25,1625.46,1417.57,1335.08,926.73
2009-01-26,1623.95,1419.96,1335.54,926.86
2009-01-27,1624.17,1420.92,1335.73,927.31
2009-01-28,1623.68,1423.3,1335.85,931.47
2009-01-29,1644.93,1431.45,1333.16,928.16
2009-01-30,1647.92,1437.68,1332.71,926.14
2009-01-31,1649.83,1442.07,1332.55,924.94
2009-02-01,1653.5,1444.57,1332.07,922.79
2009-02-02,1655.91,1447.03,1331.64,925.62
2009-02-03,1654.37,1449.44,1331.17,924.87
2009-02-04,1661.46,1452.42,1331.02,928.13
2009-02-05,1671.82,1458.61,1330.83,932.44
2009-02-06,1672.57,1466.14,1330.71,935.31
2009-02-07,1675.66,1470.41,1330.44,935.97
2009-02-08,1676.05,1472.81,1330.28,933.59
2009-02-09,1678.69,1474.88,1329.49,936.99
2009-02-10,1683.94,1478.35,1328.94,938.67
2009-02-11,1683.93,1480.25,1327.82,936.03
2009-02-12,1686.96,1483.55,1324.67,933.43
2009-02-13,1689.38,1487.52,1323.08,931.86
2009-02-14,1690.39,1490.85,1321.72,933.73
2009-02-15,1691.95,1492.51,1321.09,932.67
2009-02-16,1693.91,1494.08,1319.87,934.2
2009-02-17,1693.81,1496.42,1318.71,933.79
2009-02-18,1697.34,1498.85,1317.64,933.83
2009-02-19,1710.54,1505.63,1316.11,931.39
2009-02-20,1716.39,1510.62,1314.36,930.28
2009-02-21,1717.96,1514.56,1313.48,929.34
2009-02-22,1719.26,1516.61,1312.91,927.57
2009-02-23,1721.36,1518.37,1311.56,927.07
2009-02-24,1721.38,1520.16,1310.26,926.53
2009-02-25,1718.6,1520.86,1308.94,925.31
2009-02-26,1718.84,1520.83,1306.75,922.78
2009-02-27,1718.16,1521.35,1305.73,922.23
2009-02-28,1718.4,1522.37,1305.34,921.92
2009-03-01,1719.01,1523.22,1304.45,924.57
2009-03-02,1721.05,1523.7,1303.36,928.75
2009-03-03,1718.91,1524.33,1302.27,931.35
2009-03-04,1719.01,1524.9,1301.93,930.05
2009-03-05,1729,1528.03,1305.12,935.71
2009-03-06,1729.76,1530.42,1306.92,938.69
2009-03-07,1730.38,1531.83,1307.86,939.95
2009-03-08,1731.38,1532.74,1308.16,937.52
2009-03-09,1733.97,1533.16,1307.68,938.97
2009-03-10,1736.07,1533.73,1307.53,940.09
2009-03-11,1734.33,1534.24,1307.7,939.79
2009-03-12,1735.62,1534.31,1307.14,937.24
2009-03-13,1734.03,1535.41,1307.71,940.94
2009-03-14,1732.33,1535.66,1307.57,939.32
2009-03-15,1735.53,1536,1307.7,935.25
2009-03-16,1734.26,1535.88,1306.74,938.19
2009-03-17,1734.19,1536.08,1306.57,935.21
2009-03-18,1733.94,1535.66,1305.93,934.04
2009-03-19,1725.6,1531.65,1303.46,928.88
2009-03-20,1722.9,1530.09,1300.93,927.74
2009-03-21,1721.56,1528.54,1299.16,924.45
2009-03-22,1719.58,1526.09,1297.29,923.52
2009-03-23,1722.67,1527.49,1297.46,929.03
2009-03-24,1721.74,1527.28,1297.01,933.72
2009-03-25,1722.72,1527.8,1297.26,935
2009-03-26,1740.74,1534.44,1302.68,934
2009-03-27,1743.7,1537.2,1307.67,936.75
2009-03-28,1744.71,1539.94,1310.76,934.39
2009-03-29,1746.74,1541.07,1312.45,934.74
2009-03-30,1747.99,1542.09,1313.24,933.49
2009-03-31,1747.45,1543.45,1315.05,935.42
2009-04-01,1747.69,1545.65,1319.65,936.67
2009-04-02,1750.72,1547.56,1324.41,936.55
2009-04-03,1748.39,1550.27,1329.84,938.62
2009-04-04,1749.13,1552.05,1332.83,936.64
2009-04-05,1749.12,1552.63,1334.02,933.85
2009-04-06,1749.16,1553.3,1334.62,934.43
2009-04-07,1751.09,1553.78,1335.67,932.3
2009-04-08,1751,1553.7,1335.72,931.64
2009-04-09,1749.09,1552.89,1333.78,928.48
2009-04-10,1748.51,1553.33,1334.32,927.2
2009-04-11,1746.95,1553.3,1334.51,926.26
2009-04-12,1746.3,1553.49,1334.8,928.1
2009-04-13,1749.8,1553.28,1334.39,925.29
2009-04-14,1747.26,1553.39,1334.52,925.95
2009-04-15,1748.85,1553.66,1334.64,930.87
2009-04-16,1753.1,1553.86,1333.87,930.07
2009-04-17,1751.09,1554.57,1334.4,928.78
2009-04-18,1752.08,1554.68,1334.4,928.3
2009-04-19,1752.97,1554.86,1335.8,926.38
2009-04-20,1757.89,1554.7,1333.97,927.92
2009-04-21,1761.01,1555.37,1334.08,934.54
2009-04-22,1754.56,1554.56,1333.64,929.56
2009-04-23,1755.4,1553.92,1332.74,926.99
2009-04-24,1754.94,1554,1332.75,928.79
2009-04-25,1753.98,1553.95,1332.63,931.3
2009-04-26,1755.66,1553.99,1332.7,929.03
2009-04-27,1751.08,1549.97,1329.34,927.21
2009-04-28,1754.66,1552.93,1331.23,926.12
2009-04-29,1756.26,1552.14,1330.22,925.61
2009-04-30,1761.06,1550.98,1328.87,921.87
2009-05-01,1754.08,1548.07,1326.17,920.8
2009-05-02,1749.73,1546.84,1325.16,922.08
2009-05-03,1750.37,1546.25,1324.69,918.91
2009-05-04,1749.52,1544.86,1323.07,920.46
2009-05-05,1742.09,1542.33,1321.01,918.13
2009-05-06,1740.84,1540.34,1318.9,918.69
2009-05-07,1737.36,1537.8,1316.76,916.12
2009-05-08,1737.44,1536.76,1315.77,915.82
2009-05-09,1734.13,1536.45,1315.54,915.01
2009-05-10,1737.38,1536.34,1315.61,914.86
2009-05-11,1737.44,1536.19,1315.39,914.96
2009-05-12,1748.19,1538.32,1317.69,917.01
2009-05-13,1748.24,1539.61,1318.93,916.87
2009-05-14,1748.93,1539.9,1319.15,914.63
2009-05-15,1750.84,1541.05,1320.57,915.86
2009-05-16,1749.12,1541.76,1321.47,917.3
2009-05-17,1751.66,1541.86,1321.75,916.61
2009-05-18,1750.16,1541.81,1321.56,916.11
2009-05-19,1751.85,1542.64,1321.97,917.48
2009-05-20,1751.61,1543.16,1322.38,915.44
2009-05-21,1754.32,1543.55,1322.79,916.44
2009-05-22,1749.39,1543.99,1323.33,917.63
2009-05-23,1747.8,1545.06,1324.32,918.74
2009-05-24,1747.93,1545.45,1324.65,914.42
2009-05-25,1751.29,1545.9,1324.81,915.72
2009-05-26,1759.45,1548.11,1325.66,917.12
2009-05-27,1761.76,1549.86,1326.22,917.49
2009-05-28,1758.6,1550.47,1325.96,915.53
2009-05-29,1761.33,1551.62,1326.97,918.47
2009-05-30,1759.37,1552.27,1327.1,914.42
2009-05-31,1758.77,1552.86,1327.55,916.35
2009-06-01,1763.59,1553.62,1327.75,917.29
2009-06-02,1769.58,1558.72,1332.57,917.73
2009-06-03,1774.79,1560.24,1333.58,918.87
2009-06-04,1775.55,1563.76,1337.03,922.04
2009-06-05,1775.89,1568.18,1341.98,922.83
2009-06-06,1778.15,1572.63,1346.69,926.85
2009-06-07,1780.58,1575.17,1348.93,927.58
2009-06-08,1781.94,1578.53,1352.36,927.65
2009-06-09,1807.19,1589.69,1367.88,936.67
2009-06-10,1826.11,1600.51,1381.55,946.65
2009-06-11,1816.75,1607.76,1390.05,949.21
2009-06-12,1818.37,1615.95,1399.87,954.76
2009-06-13,1816.35,1622.22,1407.46,957.15
2009-06-14,1819.95,1623.51,1409.31,958.04
2009-06-15,1822.82,1626.1,1411.54,959.41
2009-06-16,1829.62,1631.03,1418.06,970.38
2009-06-17,1833.63,1634.87,1422.64,972.79
2009-06-18,1832.75,1637.37,1425.47,971.13
2009-06-19,1832.85,1640.46,1428.95,978.27
2009-06-20,1835.12,1642.54,1431.29,977.61
2009-06-21,1834.61,1643.51,1432.38,979.17
2009-06-22,1838.97,1644.75,1433.43,977.93
2009-06-23,1842.75,1647.79,1436.94,984.2
2009-06-24,1844.87,1650.13,1439.44,989.26
2009-06-25,1847.33,1651.36,1441.03,987.12
2009-06-26,1845.15,1652.36,1442.42,989.74
2009-06-27,1846.29,1653.78,1444.13,988.85
2009-06-28,1847.78,1654.33,1444.93,994.19
2009-06-29,1849.39,1654.58,1445.04,986.84
2009-06-30,1845.69,1654.35,1445.09,992.58
2009-07-01,1846.2,1654.27,1445.37,991.06
2009-07-02,1845.34,1653.59,1444.49,991.46
2009-07-03,1844.35,1654.12,1445.27,994.62
2009-07-04,1842.44,1653.97,1445.27,996.59
2009-07-05,1844.49,1654.06,1445.22,992.16
2009-07-06,1846.05,1653.75,1444.78,994.88
2009-07-07,1848.71,1654.36,1444.33,998.2
2009-07-08,1844.83,1653.71,1443.13,995.27
2009-07-09,1844.99,1653.15,1442.19,990.82
2009-07-10,1845.04,1652.38,1441.44,997.75
2009-07-11,1844.48,1651.51,1440.61,997.99
2009-07-12,1845.69,1651.55,1440.46,992.4
2009-07-13,1844.73,1649.83,1438.7,991.84
2009-07-14,1837.59,1645.11,1433.93,992.15
2009-07-15,1828.47,1640.67,1429.54,991.62
2009-07-16,1825.37,1637.3,1424.53,984.76
2009-07-17,1822.17,1632.41,1421.44,984.85
2009-07-18,1818.81,1629.54,1418.74,984.15
2009-07-19,1820.65,1628.02,1417.4,985.57
2009-07-20,1820.28,1624.86,1414.19,980.93
2009-07-21,1817.96,1622.24,1411.32,981.89
2009-07-22,1815.77,1620.45,1409.41,982.17
2009-07-23,1816.74,1618.83,1407.56,978.07
2009-07-24,1815.53,1618.44,1407.37,979.35
2009-07-25,1816.12,1617.87,1406.84,980.57
2009-07-26,1817.1,1617.65,1406.66,976.15
2009-07-27,1816.18,1617.04,1405.84,979.51
2009-07-28,1834.6,1621.19,1409.7,983.61
2009-07-29,1832.98,1622.29,1410.45,981.82
2009-07-30,1833.49,1623.05,1411.18,979.02
2009-07-31,1834.88,1625.08,1412.91,981.17
2009-08-01,1832.81,1626.58,1414.24,983.12
2009-08-02,1833.36,1627.48,1414.88,982.28
2009-08-03,1836.15,1628.57,1415.5,979.35
2009-08-04,1845.4,1632.88,1418.9,983.93
2009-08-05,1845.26,1637.53,1422.88,989.39
2009-08-06,1845.78,1639.28,1423.56,987.06
2009-08-07,1847.76,1642.74,1426.33,988.03
2009-08-08,1846.69,1646.46,1429.31,987.9
2009-08-09,1847.97,1648.86,1431.33,988.6
2009-08-10,1852.14,1651.95,1433.6,989.34
2009-08-11,1869.87,1661.05,1439.69,991.09
2009-08-12,1875.96,1666.74,1444.13,994.17
2009-08-13,1876.28,1670.71,1446.89,997.95
2009-08-14,1880.63,1675.51,1451.12,997.97
2009-08-15,1879.54,1677.97,1453.19,998.55
2009-08-16,1881.46,1679.38,1454.1,998.88
2009-08-17,1882.67,1680.58,1454.83,998.8
2009-08-18,1888.39,1683.99,1457.63,1003.86
2009-08-19,1887.5,1685.41,1458.63,1003.51
2009-08-20,1888.67,1686.42,1459.34,998.67
2009-08-21,1887.97,1688.65,1461.46,1006.89
2009-08-22,1886.66,1690.45,1462.96,1004.57
2009-08-23,1890.63,1691.5,1463.73,1002.5
2009-08-24,1890.96,1691.93,1464.04,1004.36
2009-08-25,1888.35,1692.33,1464.99,1006.39
2009-08-26,1889.6,1692.82,1465.58,1008.9
2009-08-27,1885.16,1692.69,1465.41,1004.47
2009-08-28,1887.07,1693.61,1466.71,1007.97
2009-08-29,1888.68,1694,1467.06,1009.03
2009-08-30,1888.58,1694.29,1467.28,1005.96
2009-08-31,1888.21,1694.28,1466.97,1006.82
2009-09-01,1896.05,1696.6,1468.73,1010.57
2009-09-02,1897.56,1697.21,1469.28,1009.63
2009-09-03,1896.28,1696.85,1468.76,1008.63
2009-09-04,1894.79,1697.2,1469.13,1010.51
2009-09-05,1896.11,1696.92,1468.9,1010.34
2009-09-06,1893.35,1697.07,1468.87,1010.3
2009-09-07,1895.79,1696.23,1468,1009.64
2009-09-08,1891.05,1694.65,1466.42,1011.62
2009-09-09,1888.23,1692.99,1464.87,1010.04
2009-09-10,1887.05,1691.43,1463.11,1007.38
2009-09-11,1884.49,1690.34,1462.3,1007.16
2009-09-12,1882.27,1689.29,1461.27,1007.06
2009-09-13,1880.69,1688.88,1460.69,1005.87
2009-09-14,1883.61,1687.13,1458.64,1005.31
2009-09-15,1879.83,1684.28,1455.99,1004.71
2009-09-16,1874.94,1681.48,1453.43,1002.15
2009-09-17,1871.81,1679.19,1450.87,1000.5
2009-09-18,1871.12,1677.58,1449.48,1004.11
2009-09-19,1869.74,1676.33,1448.03,1002.08
2009-09-20,1871.01,1675.73,1447.51,1001.07
2009-09-21,1869.57,1674.26,1445.69,998.06
2009-09-22,1868.54,1672.12,1443.37,998.01
2009-09-23,1863.51,1670.11,1441.28,999.99
2009-09-24,1864.38,1668.02,1438.81,996.72
