date,price
2011년03월27일,1790.78
2011년03월28일,1792.4
2011년03월29일,1795.25
2011년03월30일,1796.87
2011년03월31일,1798.01
2011년04월01일,1799.56
2011년04월02일,1800.4
2011년04월03일,1800.77
2011년04월04일,1801.41
2011년04월05일,1801.84
2011년04월06일,1801.62
2011년04월07일,1788.45
2011년04월08일,1784.32
2011년04월09일,1782.77
2011년04월10일,1782.09
2011년04월11일,1781.08
2011년04월12일,1784.61
2011년04월13일,1785.44
2011년04월14일,1786.6
2011년04월15일,1787.66
2011년04월16일,1788.78
2011년04월17일,1789.18
2011년04월18일,1790.13
2011년04월19일,1792.02
2011년04월20일,1793.58
2011년04월21일,1794.59
2011년04월22일,1795.48
2011년04월23일,1796.02
2011년04월24일,1796.24
2011년04월25일,1796.83
2011년04월26일,1796.62
2011년04월27일,1796.56
2011년04월28일,1796.45
2011년04월29일,1796.45
2011년04월30일,1796.29
2011년05월01일,1796.21
2011년05월02일,1796.18
2011년05월03일,1796.49
2011년05월04일,1796.62
2011년05월05일,1796.76
2011년05월06일,1796.75
2011년05월07일,1796.77
2011년05월08일,1796.73
2011년05월09일,1796.6
2011년05월10일,1793.96
2011년05월11일,1792.8
2011년05월12일,1790.71
2011년05월13일,1787.82
2011년05월14일,1785.79
2011년05월15일,1784.87
2011년05월16일,1783.11
2011년05월17일,1778.22
2011년05월18일,1772.25
2011년05월19일,1767.27
2011년05월20일,1762.75
2011년05월21일,1759.31
2011년05월22일,1757.85
2011년05월23일,1754.54
2011년05월24일,1749.77
2011년05월25일,1745.71
2011년05월26일,1742.22
2011년05월27일,1739.59
2011년05월28일,1737.94
2011년05월29일,1736.77
2011년05월30일,1735.38
2011년05월31일,1734.45
2011년06월01일,1732.01
2011년06월02일,1730.75
2011년06월03일,1730.24
2011년06월04일,1730.02
2011년06월05일,1729.53
2011년06월06일,1729.38
2011년06월07일,1729.63
2011년06월08일,1729.45
2011년06월09일,1729.4
2011년06월10일,1729.3
2011년06월11일,1729.45
2011년06월12일,1729.4
2011년06월13일,1729.64
2011년06월14일,1731.15
2011년06월15일,1732.63
2011년06월16일,1733.64
2011년06월17일,1735.41
2011년06월18일,1736.8
2011년06월19일,1737.39
2011년06월20일,1738.96
2011년06월21일,1741.63
2011년06월22일,1743.57
2011년06월23일,1745
2011년06월24일,1746.06
2011년06월25일,1746.62
2011년06월26일,1746.84
2011년06월27일,1747.25
2011년06월28일,1746.28
2011년06월29일,1745.87
2011년06월30일,1745.98
2011년07월01일,1745.63
2011년07월02일,1745.78
2011년07월03일,1745.86
2011년07월04일,1746.12
2011년07월05일,1745.8
2011년07월06일,1746.19
2011년07월07일,1743.61
2011년07월08일,1744.18
2011년07월09일,1744.8
2011년07월10일,1744.92
2011년07월11일,1745.6
2011년07월12일,1748.98
2011년07월13일,1751.05
2011년07월14일,1752.15
2011년07월15일,1753.44
2011년07월16일,1754.31
2011년07월17일,1754.8
2011년07월18일,1755.88
2011년07월19일,1757.67
2011년07월20일,1758.91
2011년07월21일,1760.01
2011년07월22일,1760.93
2011년07월23일,1761.61
2011년07월24일,1761.93
2011년07월25일,1762.85
2011년07월26일,1763.63
2011년07월27일,1764.43
2011년07월28일,1765.25
2011년07월29일,1766.06
2011년07월30일,1766.62
2011년07월31일,1766.94
2011년08월01일,1767.73
2011년08월02일,1768.25
2011년08월03일,1768.74
2011년08월04일,1769.09
2011년08월05일,1769.26
2011년08월06일,1769.28
2011년08월07일,1769.2
2011년08월08일,1769.17
2011년08월09일,1767.99
2011년08월10일,1766.12
2011년08월11일,1764.88
2011년08월12일,1763.53
2011년08월13일,1762.75
2011년08월14일,1762.37
2011년08월15일,1762.08
2011년08월16일,1760.69
2011년08월17일,1758.85
2011년08월18일,1756.96
2011년08월19일,1755.26
2011년08월20일,1753.81
2011년08월21일,1752.83
2011년08월22일,1751.24
2011년08월23일,1749.66
2011년08월24일,1748.11
2011년08월25일,1746.61
2011년08월26일,1745.25
2011년08월27일,1744.27
2011년08월28일,1743.83
2011년08월29일,1743.18
2011년08월30일,1742.54
2011년08월31일,1742.35
2011년09월01일,1741.03
2011년09월02일,1740.53
2011년09월03일,1740.15
2011년09월04일,1739.86
2011년09월05일,1739.85
2011년09월06일,1741.21
2011년09월07일,1741.68
2011년09월08일,1742.21
2011년09월09일,1742.86
2011년09월10일,1743.67
2011년09월11일,1743.96
2011년09월12일,1744.25
2011년09월13일,1744.47
2011년09월14일,1744.87
2011년09월15일,1745.05
2011년09월16일,1745.37
2011년09월17일,1745.57
2011년09월18일,1745.63
2011년09월19일,1746.1
2011년09월20일,1746.92
2011년09월21일,1747.82
2011년09월22일,1748.35
2011년09월23일,1749.22
2011년09월24일,1750.08
2011년09월25일,1750.53
2011년09월26일,1751.76
2011년09월27일,1754.36
2011년09월28일,1756.2
2011년09월29일,1757.61
2011년09월30일,1758.67
2011년10월01일,1759.88
2011년10월02일,1760.43
2011년10월03일,1761.02
2011년10월04일,1761.93
2011년10월05일,1762.55
2011년10월06일,1763.22
2011년10월07일,1764.12
2011년10월08일,1764.63
2011년10월09일,1764.9
2011년10월10일,1765.5
2011년10월11일,1766.18
2011년10월12일,1767.09
2011년10월13일,1767.96
2011년10월14일,1768.93
2011년10월15일,1769.89
2011년10월16일,1770.48
2011년10월17일,1771.83
2011년10월18일,1774.43
2011년10월19일,1776.53
2011년10월20일,1777.87
2011년10월21일,1779.23
2011년10월22일,1780.32
2011년10월23일,1780.75
2011년10월24일,1781.48
2011년10월25일,1783.67
2011년10월26일,1784.43
2011년10월27일,1783.76
2011년10월28일,1784.19
2011년10월29일,1784.3
2011년10월30일,1784.25
2011년10월31일,1784.45
2011년11월01일,1785.16
2011년11월02일,1785
2011년11월03일,1784.91
2011년11월04일,1784.71
2011년11월05일,1784.45
2011년11월06일,1784.26
2011년11월07일,1784.09
2011년11월08일,1782.81
2011년11월09일,1782.15
2011년11월10일,1781.74
2011년11월11일,1781.83
2011년11월12일,1781.86
2011년11월13일,1781.91
2011년11월14일,1782.17
2011년11월15일,1784.88
2011년11월16일,1786.39
2011년11월17일,1787.87
2011년11월18일,1788.72
2011년11월19일,1789.44
2011년11월20일,1789.77
2011년11월21일,1790.33
2011년11월22일,1792.21
2011년11월23일,1793.5
2011년11월24일,1794.45
2011년11월25일,1794.94
2011년11월26일,1795.52
2011년11월27일,1795.65
2011년11월28일,1795.96
2011년11월29일,1795.22
2011년11월30일,1794.52
2011년12월01일,1795.08
2011년12월02일,1795.11
2011년12월03일,1794.99
2011년12월04일,1794.85
2011년12월05일,1794.96
2011년12월06일,1794.95
2011년12월07일,1794.85
2011년12월08일,1794.84
2011년12월09일,1794.85
2011년12월10일,1794.89
2011년12월11일,1794.74
2011년12월12일,1794.8
2011년12월13일,1794.27
2011년12월14일,1793.85
2011년12월15일,1793.53
2011년12월16일,1793
2011년12월17일,1792.49
2011년12월18일,1792.11
2011년12월19일,1791.93
2011년12월20일,1791.35
2011년12월21일,1790.88
2011년12월22일,1790.39
2011년12월23일,1790.11
2011년12월24일,1789.89
2011년12월25일,1789.61
2011년12월26일,1789.5
2011년12월27일,1789.14
2011년12월28일,1788.79
2011년12월29일,1788.58
2011년12월30일,1788.24
2011년12월31일,1788.1
2012년01월01일,1789.24
2012년01월02일,1788.86
2012년01월03일,1787.53
2012년01월04일,1787.26
2012년01월05일,1786.99
2012년01월06일,1787.04
2012년01월07일,1787.59
2012년01월08일,1787.79
2012년01월09일,1788.12
2012년01월10일,1791.23
2012년01월11일,1793.65
2012년01월12일,1796.16
2012년01월13일,1798.17
2012년01월14일,1800.83
2012년01월15일,1801.89
2012년01월16일,1803.76
2012년01월17일,1807.46
2012년01월18일,1810.59
2012년01월19일,1813.36
2012년01월20일,1816.31
2012년01월21일,1818.39
2012년01월22일,1819.73
2012년01월23일,1820.23
2012년01월24일,1820.6
2012년01월25일,1821.34
2012년01월26일,1822.23
2012년01월27일,1822.96
2012년01월28일,1823.21
2012년01월29일,1823.44
2012년01월30일,1823.8
2012년01월31일,1823.53
2012년02월01일,1823.04
2012년02월02일,1823.12
2012년02월03일,1823.18
2012년02월04일,1823.19
2012년02월05일,1823.25
2012년02월06일,1823.39
2012년02월07일,1823.49
2012년02월08일,1823.69
2012년02월09일,1823.9
2012년02월10일,1824.09
2012년02월11일,1824.47
2012년02월12일,1824.58
2012년02월13일,1824.86
2012년02월14일,1826.9
2012년02월15일,1827.69
2012년02월16일,1828.32
2012년02월17일,1828.83
2012년02월18일,1830.7
2012년02월19일,1830.8
2012년02월20일,1830.01
2012년02월21일,1831.32
2012년02월22일,1832.64
2012년02월23일,1833.83
2012년02월24일,1835.06
2012년02월25일,1836.64
2012년02월26일,1837.24
2012년02월27일,1838.39
2012년02월28일,1840.74
2012년02월29일,1842.33
2012년03월01일,1844.58
2012년03월02일,1845.86
2012년03월03일,1846.68
2012년03월04일,1846.92
2012년03월05일,1847.81
2012년03월06일,1848.76
2012년03월07일,1849.21
2012년03월08일,1849.96
2012년03월09일,1850.32
2012년03월10일,1850.78
2012년03월11일,1850.91
2012년03월12일,1851.36
2012년03월13일,1851.83
2012년03월14일,1852.27
2012년03월15일,1852.71
2012년03월16일,1853.16
2012년03월17일,1853.71
2012년03월18일,1853.91
2012년03월19일,1854.29
2012년03월20일,1855.92
2012년03월21일,1856.94
2012년03월22일,1857.69
2012년03월23일,1858.13
2012년03월24일,1858.58
2012년03월25일,1858.79
2012년03월26일,1859.15
2012년03월27일,1859.54
2012년03월28일,1860.02
2012년03월29일,1860.4
2012년03월30일,1860.59
2012년03월31일,1860.98
2012년04월01일,1861.32
2012년04월02일,1861.67
2012년04월03일,1862.88
2012년04월04일,1863.64
2012년04월05일,1864.54
2012년04월06일,1865.28
2012년04월07일,1866.03
2012년04월08일,1866.16
2012년04월09일,1866.58
2012년04월10일,1866.91
2012년04월11일,1867.16
2012년04월12일,1867.5
2012년04월13일,1868.17
2012년04월14일,1867.72
2012년04월15일,1867.9
2012년04월16일,1868.06
2012년04월17일,1867.51
2012년04월18일,1867.64
2012년04월19일,1867.3
2012년04월20일,1868.28
2012년04월21일,1867.98
2012년04월22일,1867.93
2012년04월23일,1866.52
2012년04월24일,1865.8
2012년04월25일,1865.07
2012년04월26일,1864.55
2012년04월27일,1863.98
2012년04월28일,1863.43
2012년04월29일,1863.03
2012년04월30일,1862.83
2012년05월01일,1862.06
2012년05월02일,1861.38
2012년05월03일,1860.57
2012년05월04일,1859.71
2012년05월05일,1859.06
2012년05월06일,1858.65
2012년05월07일,1858.2
2012년05월08일,1856.94
2012년05월09일,1855.63
2012년05월10일,1854.21
2012년05월11일,1852.55
2012년05월12일,1851.14
2012년05월13일,1850.26
2012년05월14일,1849.34
2012년05월15일,1845.52
2012년05월16일,1842.47
2012년05월17일,1839.32
2012년05월18일,1836.42
2012년05월19일,1833.99
2012년05월20일,1832.58
2012년05월21일,1830.63
2012년05월22일,1827.21
2012년05월23일,1824.45
2012년05월24일,1824.29
2012년05월25일,1821.67
2012년05월26일,1817.42
2012년05월27일,1816.31
2012년05월28일,1815.58
2012년05월29일,1814.35
2012년05월30일,1812.45
2012년05월31일,1810.86
2012년06월01일,1808.12
2012년06월02일,1806.15
2012년06월03일,1804.89
2012년06월04일,1803.58
2012년06월05일,1801.21
2012년06월06일,1798.85
2012년06월07일,1797.22
2012년06월08일,1795.41
2012년06월09일,1793.81
2012년06월10일,1792.91
2012년06월11일,1791.88
2012년06월12일,1788.59
2012년06월13일,1785.48
2012년06월14일,1782.35
2012년06월15일,1779.63
2012년06월16일,1777.16
2012년06월17일,1776.07
2012년06월18일,1774.51
2012년06월19일,1771.55
2012년06월20일,1769.14
2012년06월21일,1766.6
2012년06월22일,1763.91
2012년06월23일,1761.25
2012년06월24일,1759.9
2012년06월25일,1758.24
2012년06월26일,1753.72
2012년06월27일,1749.21
2012년06월28일,1748.42
2012년06월29일,1740.51
2012년06월30일,1737.66
2012년07월01일,1734.94
2012년07월02일,1731.82
2012년07월03일,1728.05
2012년07월04일,1724.96
2012년07월05일,1722.67
2012년07월06일,1721.28
2012년07월07일,1720.18
2012년07월08일,1719.28
2012년07월09일,1718.84
2012년07월10일,1719.6
2012년07월11일,1719.05
2012년07월12일,1719.25
2012년07월13일,1719
2012년07월14일,1719.08
2012년07월15일,1718.8
2012년07월16일,1719
2012년07월17일,1719.49
2012년07월18일,1719.87
2012년07월19일,1720.4
2012년07월20일,1721.3
2012년07월21일,1723.06
2012년07월22일,1723.8
2012년07월23일,1725.52
2012년07월24일,1729.2
2012년07월25일,1732.5
2012년07월26일,1736.1
2012년07월27일,1739.83
2012년07월28일,1742.91
2012년07월29일,1744.23
2012년07월30일,1746.05
2012년07월31일,1748.23
2012년08월01일,1751.13
2012년08월02일,1753.2
2012년08월03일,1754.87
2012년08월04일,1756.34
2012년08월05일,1756.88
2012년08월06일,1757.97
2012년08월07일,1759.32
2012년08월08일,1760.79
2012년08월09일,1762.15
2012년08월10일,1764.18
2012년08월11일,1766.27
2012년08월12일,1767.16
2012년08월13일,1768.73
2012년08월14일,1774.51
2012년08월15일,1778.65
2012년08월16일,1781.75
2012년08월17일,1785.53
2012년08월18일,1789
2012년08월19일,1790.76
2012년08월20일,1793.18
2012년08월21일,1799.01
2012년08월22일,1803.36
2012년08월23일,1806.88
2012년08월24일,1810.12
2012년08월25일,1813.23
2012년08월26일,1814.85
2012년08월27일,1817.3
2012년08월28일,1820.42
2012년08월29일,1822.84
2012년08월30일,1824.76
2012년08월31일,1826.34
2012년09월01일,1828.79
2012년09월02일,1829.84
2012년09월03일,1831.13
2012년09월04일,1832.28
2012년09월05일,1833.23
2012년09월06일,1834.06
2012년09월07일,1835.22
2012년09월08일,1835.8
2012년09월09일,1835.96
2012년09월10일,1836.6
2012년09월11일,1837.13
2012년09월12일,1837.81
2012년09월13일,1838.05
2012년09월14일,1838.59
2012년09월15일,1839.25
2012년09월16일,1839.46
2012년09월17일,1839.76
2012년09월18일,1840.08
2012년09월19일,1840.46
2012년09월20일,1840.67
2012년09월21일,1840.66
2012년09월22일,1840.39
2012년09월23일,1839.98
2012년09월24일,1840.15
2012년09월25일,1838.44
2012년09월26일,1837.18
2012년09월27일,1835.98
2012년09월28일,1834.93
2012년09월29일,1833.95
2012년09월30일,1833.59
2012년10월01일,1833.06
2012년10월02일,1832.45
2012년10월03일,1831.64
2012년10월04일,1830.87
2012년10월05일,1829.56
2012년10월06일,1828.3
2012년10월07일,1827.63
2012년10월08일,1826.85
2012년10월09일,1825.48
2012년10월10일,1824.34
2012년10월11일,1823.17
2012년10월12일,1822.52
2012년10월13일,1822.05
2012년10월14일,1821.68
2012년10월15일,1821.48
2012년10월16일,1821.16
2012년10월17일,1820.87
2012년10월18일,1820.57
2012년10월19일,1820.25
2012년10월20일,1819.9
2012년10월21일,1819.61
2012년10월22일,1819.39
2012년10월23일,1818.21
2012년10월24일,1817.16
2012년10월25일,1815.68
2012년10월26일,1813.72
2012년10월27일,1811.7
2012년10월28일,1810.73
2012년10월29일,1809.32
2012년10월30일,1806.02
2012년10월31일,1803.18
2012년11월01일,1798.79
2012년11월02일,1796.08
2012년11월03일,1793.97
2012년11월04일,1792.81
2012년11월05일,1791.75
2012년11월06일,1789.58
2012년11월07일,1787.76
2012년11월08일,1785.84
2012년11월09일,1783.93
2012년11월10일,1782.5
2012년11월11일,1781.63
2012년11월12일,1781.08
2012년11월13일,1779.45
2012년11월14일,1777.87
2012년11월15일,1776.77
2012년11월16일,1775.42
2012년11월17일,1774.05
2012년11월18일,1773.23
2012년11월19일,1772.5
2012년11월20일,1771.01
2012년11월21일,1769.82
2012년11월22일,1768.75
2012년11월23일,1767.83
2012년11월24일,1767.02
2012년11월25일,1766.49
2012년11월26일,1766.23
2012년11월27일,1765.97
2012년11월28일,1765.38
2012년11월29일,1764.94
2012년11월30일,1764.52
2012년12월01일,1763.67
2012년12월02일,1763.21
2012년12월03일,1762.94
2012년12월04일,1762.81
2012년12월05일,1762.43
2012년12월06일,1762.26
2012년12월07일,1762.62
2012년12월08일,1762.53
2012년12월09일,1762.19
2012년12월10일,1762.38
2012년12월11일,1762.22
2012년12월12일,1761.94
2012년12월13일,1761.79
2012년12월14일,1761.41
2012년12월15일,1761.17
2012년12월16일,1760.76
2012년12월17일,1760.9
2012년12월18일,1759.71
2012년12월19일,1759.19
2012년12월20일,1758.71
2012년12월21일,1758.7
2012년12월22일,1757.92
2012년12월23일,1757.64
2012년12월24일,1757.47
2012년12월25일,1756.84
2012년12월26일,1756.96
2012년12월27일,1757.1
2012년12월28일,1756.18
2012년12월29일,1756.13
2012년12월30일,1755.74
2012년12월31일,1755.68
2013년01월01일,1754.81
2013년01월02일,1754.43
2013년01월03일,1754.02
2013년01월04일,1753.94
2013년01월05일,1753.65
2013년01월06일,1753.14
2013년01월07일,1752.87
2013년01월08일,1752.6
2013년01월09일,1751.99
2013년01월10일,1751.44
2013년01월11일,1751.15
2013년01월12일,1750.93
2013년01월13일,1750.59
2013년01월14일,1750.6
2013년01월15일,1750.32
2013년01월16일,1749.97
2013년01월17일,1749.66
2013년01월18일,1749.06
2013년01월19일,1748.78
2013년01월20일,1748.48
2013년01월21일,1748.3
2013년01월22일,1747.82
2013년01월23일,1747.09
2013년01월24일,1746.77
2013년01월25일,1746.08
2013년01월26일,1745.79
2013년01월27일,1745.41
2013년01월28일,1745.4
2013년01월29일,1745.39
2013년01월30일,1745.21
2013년01월31일,1744.93
2013년02월01일,1744.66
2013년02월02일,1744.89
2013년02월03일,1744.67
2013년02월04일,1744.84
2013년02월05일,1746.35
2013년02월06일,1747.12
2013년02월07일,1748.11
2013년02월08일,1750.71
2013년02월09일,1753.18
2013년02월10일,1753.99
2013년02월11일,1754.66
2013년02월12일,1756.63
2013년02월13일,1759.14
2013년02월14일,1762.02
2013년02월15일,1765.91
2013년02월16일,1769.58
2013년02월17일,1770.94
2013년02월18일,1773.38
2013년02월19일,1777.15
2013년02월20일,1780.58
2013년02월21일,1783.58
2013년02월22일,1786.41
2013년02월23일,1788.81
2013년02월24일,1790.24
2013년02월25일,1791.47
2013년02월26일,1793.07
2013년02월27일,1794.04
2013년02월28일,1794.45
2013년03월01일,1795.05
2013년03월02일,1795.9
2013년03월03일,1796.03
2013년03월04일,1796.56
2013년03월05일,1796.2
2013년03월06일,1796.03
2013년03월07일,1795.7
2013년03월08일,1795.08
2013년03월09일,1794.53
2013년03월10일,1794.35
2013년03월11일,1794.09
2013년03월12일,1793.41
2013년03월13일,1792.35
2013년03월14일,1791.48
2013년03월15일,1789.58
2013년03월16일,1788.14
2013년03월17일,1787.25
2013년03월18일,1786.35
2013년03월19일,1784.42
2013년03월20일,1782.67
2013년03월21일,1781.29
2013년03월22일,1779.74
2013년03월23일,1778.53
2013년03월24일,1777.75
2013년03월25일,1777.04
2013년03월26일,1775.06
2013년03월27일,1773.38
2013년03월28일,1771.7
2013년03월29일,1770.27
2013년03월30일,1768.98
2013년03월31일,1768.3
2013년04월01일,1766.71
2013년04월02일,1765.53
2013년04월03일,1764.15
2013년04월04일,1762.55
2013년04월05일,1761.28
2013년04월06일,1759.87
2013년04월07일,1759.36
2013년04월08일,1758.73
2013년04월09일,1757.4
2013년04월10일,1756.47
2013년04월11일,1755.42
2013년04월12일,1754.55
2013년04월13일,1753.73
2013년04월14일,1753.14
2013년04월15일,1752.7
2013년04월16일,1750.46
2013년04월17일,1747.97
2013년04월18일,1745.28
2013년04월19일,1742.14
2013년04월20일,1739.52
2013년04월21일,1738.24
2013년04월22일,1736.51
2013년04월23일,1732.22
2013년04월24일,1728.57
2013년04월25일,1724.78
2013년04월26일,1721.87
2013년04월27일,1719.43
2013년04월28일,1718.17
2013년04월29일,1717.04
2013년04월30일,1715.11
2013년05월01일,1711.91
2013년05월02일,1710.23
2013년05월03일,1708.55
2013년05월04일,1707.03
2013년05월05일,1705.87
2013년05월06일,1705.28
2013년05월07일,1703.65
2013년05월08일,1702.32
2013년05월09일,1701.16
2013년05월10일,1700.32
2013년05월11일,1699.45
2013년05월12일,1698.76
2013년05월13일,1698.35
2013년05월14일,1697.65
2013년05월15일,1697.03
2013년05월16일,1696.58
2013년05월17일,1696.02
2013년05월18일,1695.87
2013년05월19일,1695.5
2013년05월20일,1695.62
2013년05월21일,1695.8
2013년05월22일,1696.03
2013년05월23일,1696.73
2013년05월24일,1696.53
2013년05월25일,1696.11
2013년05월26일,1695.86
2013년05월27일,1696.02
2013년05월28일,1696.48
2013년05월29일,1696.24
2013년05월30일,1696.34
2013년05월31일,1696.39
2013년06월01일,1696.36
2013년06월02일,1696.04
2013년06월03일,1696.17
2013년06월04일,1696.44
2013년06월05일,1696.79
2013년06월06일,1696.79
2013년06월07일,1697
2013년06월08일,1697.09
2013년06월09일,1696.94
2013년06월10일,1697.26
2013년06월11일,1697.43
2013년06월12일,1697.53
2013년06월13일,1698.08
2013년06월14일,1698.45
2013년06월15일,1698.52
2013년06월16일,1698.48
2013년06월17일,1698.85
2013년06월18일,1700.04
2013년06월19일,1701.61
2013년06월20일,1702.61
2013년06월21일,1703.59
2013년06월22일,1704.45
2013년06월23일,1704.72
2013년06월24일,1705.52
2013년06월25일,1707.35
2013년06월26일,1708.44
2013년06월27일,1709.28
2013년06월28일,1710.05
2013년06월29일,1710.74
2013년06월30일,1710.86
2013년07월01일,1711.99
2013년07월02일,1713.42
2013년07월03일,1714.25
2013년07월04일,1715.08
2013년07월05일,1716.15
2013년07월06일,1717.22
2013년07월07일,1717.69
2013년07월08일,1718.6
2013년07월09일,1719.91
2013년07월10일,1721.2
2013년07월11일,1722.51
2013년07월12일,1723.65
2013년07월13일,1725.06
2013년07월14일,1725.78
2013년07월15일,1727.09
2013년07월16일,1729.44
2013년07월17일,1731.79
2013년07월18일,1733.63
2013년07월19일,1735.44
2013년07월20일,1737.09
2013년07월21일,1737.71
2013년07월22일,1739.42
2013년07월23일,1740.74
2013년07월24일,1741.81
2013년07월25일,1742.63
2013년07월26일,1743.11
2013년07월27일,1743.86
2013년07월28일,1743.83
2013년07월29일,1744.18
2013년07월30일,1744.43
2013년07월31일,1744.6
2013년08월01일,1744.75
2013년08월02일,1744.84
2013년08월03일,1745.31
2013년08월04일,1745.21
2013년08월05일,1745.37
2013년08월06일,1745.34
2013년08월07일,1745.3
2013년08월08일,1745.11
2013년08월09일,1744.99
2013년08월10일,1744.95
2013년08월11일,1744.82
2013년08월12일,1744.89
2013년08월13일,1744.87
2013년08월14일,1744.93
2013년08월15일,1744.61
2013년08월16일,1744.55
2013년08월17일,1744.11
2013년08월18일,1743.91
2013년08월19일,1743.9
2013년08월20일,1743.72
2013년08월21일,1743.58
2013년08월22일,1743.33
2013년08월23일,1742.89
2013년08월24일,1742.43
2013년08월25일,1742.12
2013년08월26일,1741.96
2013년08월27일,1741.5
2013년08월28일,1740.96
2013년08월29일,1740.4
2013년08월30일,1740.16
2013년08월31일,1739.94
2013년09월01일,1739.67
2013년09월02일,1739.48
2013년09월03일,1739.91
2013년09월04일,1739.77
2013년09월05일,1739.57
2013년09월06일,1739.25
2013년09월07일,1738.89
2013년09월08일,1738.6
2013년09월09일,1738.5
2013년09월10일,1738.09
2013년09월11일,1737.75
2013년09월12일,1737.25
2013년09월13일,1736.48
2013년09월14일,1735.8
2013년09월15일,1735.46
2013년09월16일,1735.39
2013년09월17일,1734.49
2013년09월18일,1733.77
2013년09월19일,1733.65
2013년09월20일,1733.54
2013년09월21일,1733.28
2013년09월22일,1732.95
2013년09월23일,1732.41
2013년09월24일,1731.07
2013년09월25일,1729.53
2013년09월26일,1727.76
2013년09월27일,1726.23
2013년09월28일,1724.86
2013년09월29일,1724.1
2013년09월30일,1723.62
2013년10월01일,1720.72
2013년10월02일,1719.03
2013년10월03일,1717.43
2013년10월04일,1716.53
2013년10월05일,1715.27
2013년10월06일,1714.42
2013년10월07일,1713.87
2013년10월08일,1712.44
2013년10월09일,1711.7
2013년10월10일,1710.88
2013년10월11일,1709.85
2013년10월12일,1709.08
2013년10월13일,1708.5
2013년10월14일,1708.4
2013년10월15일,1708.01
2013년10월16일,1707.95
2013년10월17일,1707.61
2013년10월18일,1707.16
2013년10월19일,1706.79
2013년10월20일,1706.41
2013년10월21일,1706.33
2013년10월22일,1705.86
2013년10월23일,1705.52
2013년10월24일,1704.76
2013년10월25일,1704.19
2013년10월26일,1703.47
2013년10월27일,1703.13
2013년10월28일,1703.02
2013년10월29일,1701.77
2013년10월30일,1701.1
2013년10월31일,1700.48
2013년11월01일,1698.85
2013년11월02일,1697.96
2013년11월03일,1697.46
2013년11월04일,1697.16
2013년11월05일,1696.83
2013년11월06일,1696.25
2013년11월07일,1695.48
2013년11월08일,1694.96
2013년11월09일,1694.34
2013년11월10일,1693.92
2013년11월11일,1694.04
2013년11월12일,1693.25
2013년11월13일,1692.52
2013년11월14일,1692.15
2013년11월15일,1691.77
2013년11월16일,1691.49
2013년11월17일,1691.09
2013년11월18일,1691.04
2013년11월19일,1690.86
2013년11월20일,1690.99
2013년11월21일,1690.78
2013년11월22일,1690.7
2013년11월23일,1690.84
2013년11월24일,1690.62
2013년11월25일,1690.69
2013년11월26일,1690.68
2013년11월27일,1690.37
2013년11월28일,1690.41
2013년11월29일,1690.5
2013년11월30일,1690.54
2013년12월01일,1690.29
2013년12월02일,1690.53
2013년12월03일,1692.41
2013년12월04일,1693.3
2013년12월05일,1694.11
2013년12월06일,1694.96
2013년12월07일,1695.68
2013년12월08일,1695.8
2013년12월09일,1696.49
2013년12월10일,1697.66
2013년12월11일,1698.4
2013년12월12일,1699.06
2013년12월13일,1699.46
2013년12월14일,1699.99
2013년12월15일,1699.95
2013년12월16일,1700.55
2013년12월17일,1700.59
2013년12월18일,1700.7
2013년12월19일,1700.94
2013년12월20일,1701.44
2013년12월21일,1701.7
2013년12월22일,1701.77
2013년12월23일,1702.13
2013년12월24일,1702.32
2013년12월25일,1702.48
2013년12월26일,1702.95
2013년12월27일,1703.3
2013년12월28일,1703.53
2013년12월29일,1703.6
2013년12월30일,1704.02
2013년12월31일,1705.43
2014년01월01일,1705.85
2014년01월02일,1706.27
2014년01월03일,1707.15
2014년01월04일,1707.61
2014년01월05일,1707.56
2014년01월06일,1707.8
2014년01월07일,1707.73
2014년01월08일,1707.7
2014년01월09일,1707.6
2014년01월10일,1707.37
2014년01월11일,1707.28
2014년01월12일,1707.11
2014년01월13일,1707.12
2014년01월14일,1706.65
2014년01월15일,1706.31
2014년01월16일,1705.98
2014년01월17일,1705.56
2014년01월18일,1705.11
2014년01월19일,1704.69
2014년01월20일,1704.51
2014년01월21일,1704.06
2014년01월22일,1703.67
2014년01월23일,1703.47
2014년01월24일,1702.88
2014년01월25일,1702.41
2014년01월26일,1702.17
2014년01월27일,1702.14
2014년01월28일,1701.88
2014년01월29일,1701.64
2014년01월30일,1701.27
2014년01월31일,1701.18
2014년02월01일,1700.98
2014년02월02일,1700.81
2014년02월03일,1700.62
2014년02월04일,1700.7
2014년02월05일,1700.5
2014년02월06일,1700.22
2014년02월07일,1699.92
2014년02월08일,1699.48
2014년02월09일,1699.1
2014년02월10일,1699.14
2014년02월11일,1698.7
2014년02월12일,1698.37
2014년02월13일,1698.15
2014년02월14일,1697.95
2014년02월15일,1697.69
2014년02월16일,1697.39
2014년02월17일,1697.58
2014년02월18일,1697.75
2014년02월19일,1697.61
2014년02월20일,1697.58
2014년02월21일,1697.44
2014년02월22일,1697.35
2014년02월23일,1697.06
2014년02월24일,1697.34
2014년02월25일,1697.62
2014년02월26일,1697.69
2014년02월27일,1697.5
2014년02월28일,1697.53
2014년03월01일,1697.35
2014년03월02일,1697.19
2014년03월03일,1697.44
2014년03월04일,1697.46
2014년03월05일,1697.47
2014년03월06일,1697.44
2014년03월07일,1697.76
